run_id,run_at_utc,tool_built_at_utc,job,category,set_kind,pdf,issue_date,issue_date_from_name,bytes,pages,plan_sheets,sheets_written,sheets_failed,sheets_not_plan,assembly_cards,storeys_read,has_model,model_error,sheets_placed,storeys_built,walls,columns,floors,storeys_with_plate,seconds,error,yardstick,yardstick_storeys,shared_storeys,frame_from_grids,frame_support,ours_compared,ours_median_mm,ours_within_100,theirs_compared,theirs_within_100,yardstick_note
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30780-08","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30780-08 (Hyatt Place Signage 6505 Burnaby)\05 Stickfile\30780-01 2025-11-07 Hyatt Signage Stickfile.pdf","2025-11-07","True","263026","1","0","0","0","1","0","0","False","no plan sheet with structure on it",,,,,,,"1.06581",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30780-10","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30780-10 (6505 Sussex Ave Hyatt Signage Install)\05 Stickfile\30780-01 2026-03-03 Hyatt Signage Stickfile.pdf","2026-03-03","True","204541","1","0","0","0","1","0","0","False","no plan sheet with structure on it",,,,,,,"0.4058484",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30783-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30783-01 (500 Foster Avenue & 633 North Road, Coquitlam - HIGH-RISE)\05 Stickfile\30783-01 - 2026-05-04 - 500 Foster Ave - Stickfile (Including SSI 23).pdf","2026-05-04","True","18602317","82","48","69","0","34","0","0","True",,"38","53","1202","1739","14","8","356.2808931",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30784-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30784-01 (500 Foster Avenue & 633 North Road, Coquitlam - WOOD FRAME)\05 Stickfile\30784-01  500 Foster Ave Stickfile -2026-09-09 (UPTO SSI-10).pdf","2026-09-09","True","10311602","38","16","16","0","22","0","4","True",,"13","9","738","236","6","4","342.0594663",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30798-06","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30798-06 (LOLO 222 East 2nd St Redesign Roof Fence)\05 Stickfile\30798-01 Lolo Stickfile 2022-07-20.pdf","2022-07-20","True","41838492","51","34","34","0","17","0","0","True",,"0","8","1837","267","17","7","602.7548336",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30804-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30804-01 (899 Esquimalt Road & 896 Wollaston Street, Victoria)\05 Stickfile\30804-01 2024-09-24 - Pacific House - Stickfile SSI 08.pdf","2024-09-24","True","19589219","32","2","2","0","30","0","0","True",,"0","1","0","0","0","0","54.9799042",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30807-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30807-01 (Carnarvon Garden, 823 Carnarvon St, New Westminster)\05 Stickfile\30807-01 Structural Stickfile- 2022-05-12.pdf","2022-05-12","True","22514781","49","12","12","0","37","0","0","True",,"0","8","439","160","22","8","90.0332989",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30811-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30811-01 (32888 MacLure Road, Abbotsford)\05 Stickfile\30811 Struc Stickfile 2019-02-05.pdf","2019-02-05","True","11072446","17","5","5","0","12","0","0","True",,"2","2","158","95","4","2","75.8730891",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30816-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30816-01 (6433 Mckay Avenue & 6366 Cassie Avenue, Burnaby)\05 Stickfile\30816-01 2025-11-03 M Res Stickfile-Pink.pdf","2025-11-03","True","17598860","28","11","15","0","17","0","0","True",,"15","5","1003","3892","20","4","192.6605674",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30816-02","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30816-02 (M Residences Cassie & McKay Burnaby)\05 Stickfile\30816-02 2026-09-08 M Res Stickfile.pdf","2026-09-08","True","7978117","53","22","27","0","31","0","0","True",,"16","9","370","224","34","5","203.5424177",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30819-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30819-01 (7638 Cambie St, Vancouver)\05 Stickfile\30819-01 Jan4,21 Stickfile.pdf","2021-01-05","False","13887243","21","10","10","0","11","0","0","True",,"0","8","307","108","13","8","32.3098045",,"C:\Users\ilalonde\AppData\Local\Temp\kor-drawings\yardsticks\30819-01.e2k","5","5","False","4","25","5144.0945192660365","4","14","4","frame from column registration, no shared grid labels (0 X / 0 Y): 4 of 63 of our columns within 100 mm of one of theirs after it; 38 of our columns stand beyond her model's footprint on their storey (more than 1.5 m past her outermost column) and are not judged: L2 15, L3 8, L6 6, ROOF 5, L5 4"
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30820-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30820-01 (6075 Wilson Avenue, Burnaby)\05 Stickfile\30820-01 2024-09-23 NUVO Stickfile (UP TO SSI-12)-final drawings.pdf","2024-09-23","True","66630865","46","22","32","0","24","8","55","True",,"7","55","750","290","10","9","328.0811592",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30820-02","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30820-02 (6075 Wilson Ave Rental Building)\05 Stickfile\30820-02 - 2024-06-21 - NUVO Rental Building Stickfile (up to SSI-07R).pdf","2024-06-21","True","9850303","9","4","8","0","5","0","0","True",,"8","7","1283","21","7","6","122.1269865",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30823-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30823-01 (Olive Court, Burnaby)\05 Stickfile\30823-01 2026-07-28 Olive Court Stickfile.pdf","2026-07-28","True","13303384","97","17","17","0","80","0","45","True",,"14","45","794","348","12","9","153.2741976",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30824-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30824-01 (1200-1259 Emery Pl, North Vancouver)\05 Stickfile\30824 - Emery ABC - Stickfile - 2022-11-23.pdf","2022-11-23","True","29218344","57","31","31","0","26","0","0","True",,"0","14","689","930","51","14","185.3832315",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30825-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30825-01 (173 & 177 West 6th St, North Vancouver)\05 Stickfile\30825 Struct Stickfile 2021-05-06.pdf","2021-05-06","True","10571279","25","11","11","0","14","0","0","True",,"0","6","418","85","2","1","40.3402418",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30826-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30826-01 (545 Sydney Ave, Coquitlam)\05 Stickfile\30826-01 Stickfile Nov5,21.pdf","2021-11-05","False","14377081","27","14","14","0","13","0","0","True",,"0","11","399","642","22","11","77.3192156",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30827-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30827-01 (Emery Village Phase 3, North Vancouver)\05 Stickfile\30827-Emery PhC-Stickfile - 2021-07-22.pdf","2021-07-22","True","16064060","25","12","12","0","13","0","0","True",,"0","9","146","449","12","8","42.1220213",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30830-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30830-01 (2485 Montrose Ave, Abbotsford)\05 Stickfile\30830 Struc Stickfile 2019-07-24.pdf","2019-07-24","True","18592383","26","16","16","0","10","0","0","True",,"8","5","954","213","20","5","144.8745845",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30832-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30832-01 (8615 Laurel St, Vancouver)\05 Stickfile\30832-01 Struc Stickfile 2022-06-21.pdf","2022-06-21","True","12290587","28","10","10","0","18","0","0","True",,"0","8","619","34","9","5","67.5085896",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30833-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30833-01 (127 East 12th St, North Vancouver)\05 Stickfile\30833-Struc Stickfile 2020-09-15.pdf","2020-09-15","True","17125032","29","0","0","0","29","0","0","False","no plan sheet with structure on it",,,,,,,"48.7771477",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30834-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30834-01 (2064-2082 Curling Rd & 1801-1865 Glenaire Dr, District of North Vancouver)\05 Stickfile\30834-Struct Stickfile-2020-06-09.pdf","2020-06-09","True","13201780","17","0","0","0","17","0","0","False","no plan sheet with structure on it",,,,,,,"42.7686284",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30836-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30836-01 (Laval Square, Coquitlam)\05 Stickfile\30836-Struct Stickfile 2022-11-02.pdf","2022-11-02","True","23894690","35","2","2","0","33","0","0","False","no storeys: the elevations chained none and no plan names one",,,,,,,"81.98988",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30838-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30838-01 (Onyx 5868 Olive Ave (Prvsly Olive North)\05 Stickfile\30838-01 - 2026-06-16-Onyx 5868 Olive Ave - Stickfile.pdf","2026-06-16","True","17058114","82","53","54","0","29","0","43","True",,"44","47","1865","1530","8","8","287.112692",,"C:\Users\ilalonde\AppData\Local\Temp\kor-drawings\yardsticks\30838-01.e2k","42","39","False","399","861","148.910855612195","399","1135","399","frame from column registration, no shared grid labels (0 X / 0 Y): 399 of 1491 of our columns within 100 mm of one of theirs after it; 630 of our columns stand beyond her model's footprint on their storey (more than 1.5 m past her outermost column) and are not judged: L18 32, L26 23, L22 23, L33 22, L32 22, L31 22, L30 22, L29 22, L28 22, L27 22, L25 22, L24 22, L23 22, L21 22, L20 22, L34 21, L10 18, L9 18, L8 18, L7 18, L19 16, L17 16, L16 16, L15 16, L14 16, L13 16, L12 16, L11 16, L6 16, L5 16, L4 16, L3 16, L2 3"
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30840-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30840-01 (8501 Boundary Road, Vancouver)\05 Stickfile\30840 Struct Stickfile 2020-12-04.pdf","2020-12-04","True","26255390","36","18","18","0","18","0","0","True",,"9","6","1179","1280","13","5","150.0436666",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30841-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30841-01 (220 West 1st Avenue, Vancouver)\05 Stickfile\30841-1st Ave-Stickfile-2020-07-20.pdf","2020-07-20","True","20557378","28","12","12","0","16","0","0","True",,"0","11","433","146","28","11","69.7551789",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30848-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30848-01 (3633 Rae Ave Vancouver)\05 Stickfile\30848 Struct Stickfile 2021-03-29.pdf","2021-03-29","True","8545604","22","8","8","0","14","0","0","True",,"0","5","405","38","2","1","51.3317243",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30849-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30849-01 (1558 West 6th Ave, Vancouver)\05 Stickfile\30849-01 - 2026-02-18 - 1558 West 6th - Structural Stickfile (Final Design Drawing).pdf","2026-02-18","True","8703635","45","16","17","0","29","0","14","True",,"14","14","282","389","2","2","72.856592",,"C:\Users\ilalonde\AppData\Local\Temp\kor-drawings\yardsticks\30849-01.e2k","13","13","False","221","350","30.711317249001794","221","298","221","frame from column registration, no shared grid labels (0 X / 0 Y): 221 of 389 of our columns within 100 mm of one of theirs after it; 39 of our columns stand beyond her model's footprint on their storey (more than 1.5 m past her outermost column) and are not judged: L2 12, L1 11, P1 10, L4 3, L3 3"
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30852-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30852-01 (Little Mountain Phase 2, Vancouver - Building EB)\05 Stickfile\30852-01 - 2025-05-12 - LMEB - Stickfile.pdf","2025-05-12","True","6468594","39","21","23","0","18","0","0","True",,"12","10","373","318","1","1","168.2392669",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30853-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30853-01 (Little Mountain Phase 2, Vancouver - Building EA)\05 Stickfile\30853-01 2025-04-03 - Little Mountain Phase 2 - Stickfile.pdf","2025-04-03","True","6253265","35","12","12","0","23","0","0","True",,"10","7","549","30","7","6","82.2249086",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30864-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30864-01 (West 41st Ave & Cambie St, Vancouver)\05 Stickfile\30864-01 2025-04-22 West 41 St Stickfile.pdf","2025-04-22","True","22156967","59","29","42","0","30","0","41","True",,"19","41","575","700","12","10","172.8547066",,"C:\Users\ilalonde\AppData\Local\Temp\kor-drawings\yardsticks\30864-01.e2k","32","0","True","0","0",,"0","530","0","612 of our columns stand beyond her model's footprint on their storey (more than 1.5 m past her outermost column) and are not judged: P3 82, L4 61, L2 61, L3 60, L5 50, L7 47, L1 46, L6 42, P1 41, P2 40, L8 23, L28 20, L16 20, L29 17, L17 2"
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30865-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30865-01 (6310-6386 East Blvd, Vancouver)\05 Stickfile\30865-01 2024-04-11 East Blvd Stickfile.pdf","2024-04-11","True","16796280","39","24","24","0","15","0","0","True",,"0","8","335","356","8","5","94.7747983",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30865-05","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30865-05 (Chloe East Blvd Norris Dental Core Hole)\05 Stickfile\30865-01 2024-04-11 East Blvd Stickfile- Norris rental-Core hole review.pdf","2024-04-11","True","1430223","1","1","1","0","0","0","0","False","no storeys: the elevations chained none and no plan names one",,,,,,,"6.8535843",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30867-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30867-01 (Brentwood Phase 1 East & West Towers)\05 Stickfile\30867-01 - 2026-09-09 - South Yards - Structural Stickfile( up to SSI 39).pdf","2026-09-09","True","40081992","137","84","114","0","53","0","52","True",,"72","52","1599","2461","14","9","733.3740254",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30869-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30869-01 (86th Ave Mixed-Use Development - 20148-20176 86th Ave, Langley)\05 Stickfile\30869-01 Colton Phase 2 Stickfile 2025-10-15.pdf","2025-10-15","True","10349187","37","4","4","0","33","0","0","True",,"2","1","93","164","2","1","48.014012",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30874-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30874-01 (1000 McKenzie Ave, Bellingham)\05 Stickfile\30874-01 Struct Stickfile 2021-05-18.pdf","2021-05-18","True","13632365","31","12","12","0","19","0","0","True",,"0","7","506","81","12","7","85.1802376",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30878-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30878-01 (Capstan Village Phase 3)\05 Stickfile\30878-01-Capstan 3-STICKFILE-2024-07-18.pdf","2024-07-18","True","19388454","37","8","8","0","29","0","0","True",,"0","5","165","344","24","3","170.0701117",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30878-02","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30878-02 (Capstan Village Phase 4)\05 Stickfile\30878-02 - Capstan Phase 4 Stickfile- 2026-09-10.pdf","2026-09-10","True","45634971","59","19","19","0","40","0","0","True",,"2","5","566","897","37","5","463.4532357",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30884-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30884-01 (6450-6508 Telford Avenue)\05 Stickfile\30884-01 2023-03-08 Telford Market Tower Stickfile.pdf","2023-03-08","True","24362963","38","21","31","0","17","0","61","True",,"26","61","464","364","2","2","90.9593375",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30886-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30886-01 (137 Keefer)\05 Stickfile\30886-137 Keefer-Stickfile-2024-11-08.pdf","2024-11-08","True","1671339","22","2","2","0","20","0","12","True",,"2","12","8","9","1","1","14.3042816",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30888-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30888-01 (Duffy Hills Building E)\05 Stickfile\30888 Struc Stickfile 2020-10-20.pdf","2020-10-20","True","10540060","28","13","13","0","15","0","0","False","no storeys: the elevations chained none and no plan names one",,,,,,,"136.4255835",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30892-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30892-01 (675 North Rd Market & Rental)\05 Stickfile\30892-01 2025-12-04_675 North Rd Stickfile.pdf","2025-12-04","True","53018148","87","52","59","0","35","0","58","True",,"30","59","842","994","3","3","620.9345381",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30893-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30893-01 (531 West 29th Ave Townhouses)\05 Stickfile\30893-Struct Stickfile 2021-04-23.pdf","2021-04-23","True","16476006","22","10","10","0","12","0","0","True",,"10","4","874","148","15","4","138.0268748",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30894-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30894-01 (3800 Fraser St, Vancouver)\05 Stickfile\30894-01 Struct Stickfile 2022-06-02.pdf","2022-06-02","True","13224144","30","10","10","0","20","0","0","True",,"0","8","765","305","18","6","89.7365264",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30905-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30905-01 (3227 & 3239 St. Johns, Port Moody)\05 Stickfile\30905 Clyde-Struct Stickfile-2022-09-23 (KW comments).pdf","2022-09-23","True","35351936","54","22","22","0","32","0","0","True",,"0","8","2199","212","50","7","417.5493675",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30907-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30907-01 (Fraser Landing 14477 103A Ave Surrey)\05 Stickfile\30907- Struct Stickfile 2021-01-12.pdf","2021-01-12","True","19316471","25","0","0","0","25","0","0","False","no plan sheet with structure on it",,,,,,,"169.8976113",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30908-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30908-01 (1881 152nd Street, Surrey, B.C)\05 Stickfile\30908 Struct Stickfile 2021-11-24.pdf","2021-11-24","True","14064722","22","10","10","0","12","0","0","True",,"0","8","1199","92","9","7","416.6814251",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30909-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30909-01 (Little Mountain Phase 2 Building BA)\05 Stickfile\30909-01 2025-06-05 Little Mountain Phase 2 Stickfile SSI#11.pdf","2025-06-05","True","7907606","33","14","14","0","19","0","0","True",,"11","7","307","152","16","7","138.2858725",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30911-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30911-01 (495 Hartford Ave, Los Angeles)\05 Stickfile\30911-01 2025-10-08 - 495 Hartford Stickfile SSI-025.pdf","2025-10-08","True","92718892","76","47","47","0","29","0","1","True",,"36","8","1241","357","27","7","1792.0374188",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30912-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30912-01 (Courthouse - 240 W. Broadway, San Diego)\05 Stickfile\30912-01 2023-10-27 1011 Union Stickfile.pdf","2023-10-27","True","51273992","119","90","93","0","29","0","0","True",,"7","40","993","1695","8","4","1140.0678766",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30913-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30913-01 (7561 140th St., Surrey- Phase 2)\05 Stickfile\30913-01 2023-10-25 Sohkeya Stickfile.pdf","2023-10-25","True","18792259","32","16","16","0","16","0","0","True",,"0","4","785","672","26","4","518.0597683",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30919-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30919-01 (7401 Sussex, Burnaby)\05 Stickfile\30919-01 2024-04-01 Sussex Stickfile.pdf","2024-04-01","True","16654449","26","12","12","0","14","0","0","True",,"0","5","253","183","17","3","162.2379374",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30924-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30924-01 (10440 Whalley Blvd, Surrey)\05 Stickfile\30924-01 2024-01-02 10440 Whalley Blvd Stickfile.pdf","2024-01-02","True","33170498","34","17","17","0","17","0","0","True",,"0","35","478","953","7","7","104.8524633",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30925-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30925-01 (1233 South Grand, Los Angeles)\05 Stickfile\30925-01 2022-04-08 1233 S Grand Stickfile.pdf","2022-04-08","True","45332050","63","61","64","0","2","0","0","True",,"3","13","34","18","1","1","448.5951202",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30926-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30926-01 (1150 Cook St, Victoria)\05 Stickfile\30926-01 2023-01-31 1150 Cook St Stickfile.pdf","2023-01-31","True","9402693","29","13","19","0","16","0","0","True",,"15","9","177","190","6","4","71.6196791",,,,,,,,,,,,
"42e683f8-66c0-4891-ae1c-3b325fab529a","2026-09-14T22:44:17.4969505Z","2026-09-14T22:42:34.9412432Z","30927-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30927-01 (Lakeside Place - Nelson BC)\05 Stickfile\30927-01 2021-01-12 Lakeside Place Stickfile.pdf","2021-01-12","True","11452649","20","7","7","0","13","0","0","True",,"6","6","643","19","2","2","42.1706787",,,,,,,,,,,,
